"","participantID","gender","age","attention.check","education","intendedVote","ratingPositive","ratingFavor","politicalOrientation","partyIdentification","partyIdentification_text","cc_concerns_1","cc_concerns_2","cc_concerns_3","cc_concerns_4","engagement_1","engagement_2","engagement_3","engagement_4","engagement_5","media","media1_text","media2_text","technical_problem","technical_problem_2_TEXT","representative","CAM_ID","mean_valence_macro","mean_valence_normed_macro","density_macro","transitivity_macro","centr_degree_macro","centr_clo_macro","centr_betw_macro","centr_eigen_macro","meanDistance_directed_macro","meanDistance_undirected_macro","diameter_weighted_undirected_macro","diameter_unweighted_undirected_macro","diameter_unweighted_directed_macro","num_nodes_macro","num_nodes_pos_macro","num_nodes_neg_macro","num_nodes_neut_macro","num_nodes_ambi_macro","num_edges_macro","num_edges_solid_macro","num_edges_dashed_macro","num_edges_invaliddashed_macro","meanWeightEdges_macro","reciprocity_macro","assortativity_valence_macro","assortativityDegree_macro","degreetot_micro_Klimagesetz","valence_micro_Klimagesetz","centr_clo_micro_Klimagesetz","ratingLaw","time","climate_concern","media_engagement"
"24","54fb3ee0f7d5ca18cb84dba05ace1947","männlich",25,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,8,6,4,"Grüne",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 1-2 hours","for approx. 1-2 hours","not at all","not at all","not at all",NA,NA,NA,"Nein",NA,"eher repräsentativ","54fb3ee0f7d5ca18cb84dba05ace1947",0,0,0.222222222222222,0,0.875,1,1,0.738796125036259,1.77777777777778,1.77777777777778,2,2,2,9,1,1,7,0,16,16,0,0,1,1,-0.126760563380282,-1,16,0,1,7,7.32,5.75,1.4
"25","57d341ecf12da5e5bcae4e351e831b43","weiblich",41,"Tennisspielen","Hochschulreife / Matur",1,6,6,5,"Keine",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","not at all","not at all","not at all","not at all","not at all",NA,NA,NA,"Nein",NA,"eher repräsentativ","57d341ecf12da5e5bcae4e351e831b43",0.5,0.25,0.25,0,0.530612244897959,0.655535749653397,0.782312925170068,0.680025452668151,2.03571428571429,2.03571428571429,3,3,3,8,4,2,2,0,14,14,0,1,1,1,-0.833333333333334,-0.738562091503268,10,0,1,6,17.78,5.75,1
"26","5835076169154a9b49f3bd1a458f698e","männlich",24,"Tennisspielen","Obligatorische Schule",1,6,6,4,"SP",NA,"stimme eher zu","stimme eher nicht zu","stimme eher zu","stimme eher zu","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 3-4 hours","20 Minuten",NA,NA,"Nein",NA,"ein bisschen unrepräsentativ","5835076169154a9b49f3bd1a458f698e",0.5,0.375,0.285714285714286,0.25,0.326530612244898,0.434498875307699,0.517006802721088,0.622321740167297,2.28571428571429,2.28571428571429,5,5,5,8,4,1,3,0,16,16,0,2,1,1,0,-0.222222222222222,8,0,1,6,11.43,3.75,3.6
"27","60532904fdcb1a2af6e1b30c5e8a423e","weiblich",40,"Tennisspielen","Hochschulreife / Matur",1,7,8,2,"Keine",NA,"stimme eher nicht zu","stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","not at all","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag",NA,NA,"Ja, und zwar","es wurde mir angegeben ich hätte leere Konzepte und ich fand diese erst nicht. Dazu ging ich davon aus ich hätte nur 12 Minuten Zeit und mich darum versucht trotz ungewohntem Tool zu beeilen.","ein bisschen repräsentativ","60532904fdcb1a2af6e1b30c5e8a423e",1,0.357142857142857,0.197802197802198,0.263157894736842,0.449704142011834,0.510881715200476,0.574950690335306,0.687522686706278,2.30769230769231,2.30769230769231,5,5,5,14,8,3,0,3,36,36,0,3,1.11111111111111,1,-0.147826086956522,-0.484978540772532,12,3,0.904761904761905,7.5,52.77,5,1.6
"28","6076d323ed9aa0aa2c8229e1d44cb8d4","männlich",51,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,5,5,5,"SP",NA,"stimme eher zu","stimme zu","stimme zu","stimme eher zu","not at all","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","not at all","SRF,20 Minuten,Blick,Tages-Anzeiger",NA,NA,"Ja, und zwar","wegen Zeitdruck war ich unter Stress","ein bisschen repräsentativ","6076d323ed9aa0aa2c8229e1d44cb8d4",-0.375,-0.375,0.285714285714286,0,0.489795918367347,0.616320063378887,0.687074829931973,0.611574815012088,1.96428571428571,1.96428571428571,3,3,3,8,2,5,1,0,16,16,0,1,1,1,-0.00699300699300699,-0.660377358490566,10,0,1,5,35.52,4.5,1.8
"29","66fc52efde0b0ef35bbcef47e854c2dd","männlich",60,"Tennisspielen","Obligatorische Schule",1,7,8,3,"andere Partei","EVP","stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 1-2 hours","for approx. 2-3 hours","not at all","SRF,20 Minuten,Blick",NA,NA,"Nein",NA,"eher repräsentativ","66fc52efde0b0ef35bbcef47e854c2dd",1.33333333333333,0.666666666666667,0.277777777777778,0,0.25,0.479500891265597,0.506696428571429,0.549093128954628,2.22222222222222,2.22222222222222,4,4,4,9,7,1,1,0,20,20,0,0,1,1,0.14691943127962,-0.31868131868132,6,0,0.8,7.5,16.62,5.75,2.6
"30","673a77c9bfe734ab021d221321066a54","männlich",39,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,7,8,5,"Grüne",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 4-5 hours","for approx. 3-4 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,20 Minuten",NA,NA,"Nein",NA,"ein bisschen repräsentativ","673a77c9bfe734ab021d221321066a54",1,0.333333333333333,0.222222222222222,0,0.3125,0.54745486711431,0.700892857142857,0.658756228911862,2.38888888888889,2.38888888888889,4,4,4,9,4,1,3,1,16,16,0,2,1,1,0.272727272727273,-0.28735632183908,6,0,0.8,7.5,21.33,6,2.8
"31","68c768f00769393b5cae6cc7f06a031c","weiblich",25,"Tennisspielen","Obligatorische Schule",1,6,6,5,"Keine",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","not at all","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 2-3 hours","20 Minuten",NA,NA,"Nein",NA,"weder unrepräsentativ noch repräsentativ","68c768f00769393b5cae6cc7f06a031c",0.545454545454545,0.272727272727273,0.181818181818182,0,0.35,0.54051724137931,0.708888888888889,0.680606515123801,2.4,2.4,4,4,4,11,5,2,3,1,20,20,0,1,1,1,-0.235955056179775,-0.577060931899641,10,0,1,6,11.77,6,2
"32","6b6c2f15d96f1678bee6e5284198c67c","männlich",51,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",0,1,1,8,"SVP",NA,"stimme überhaupt nicht zu","stimme überhaupt nicht zu","stimme überhaupt nicht zu","stimme überhaupt nicht zu","for more than 7 hours","for more than 7 hours","for approx. 1-2 hours","for more than 7 hours","for approx. 1-2 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF",NA,NA,"Ja, und zwar","12 Minuten zu weing Zeit.","etwas unrepräsentativ","6b6c2f15d96f1678bee6e5284198c67c",2.25,0.75,0.25,0,0.857142857142857,1,1,0.725708114822568,1.75,1.75,2,2,2,8,7,1,0,0,14,14,0,7,1,1,-1,-1,14,-3,1,1,11.75,1,5.6
"33","72d8df273847035e7c85497bc76ec857","männlich",37,"Tennisspielen","Obligatorische Schule",1,6,7,6,"SP",NA,"stimme zu","stimme voll und ganz zu","stimme zu","stimme zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 3-4 hours","not at all","SRF,20 Minuten",NA,NA,"Nein",NA,"eher repräsentativ","72d8df273847035e7c85497bc76ec857",0.0909090909090909,-0.090909090909091,0.2,0,0.33,0.45563490320646,0.661111111111111,0.685429587549158,2.69090909090909,2.69090909090909,6,6,6,11,3,4,4,0,22,22,0,2,1,1,0.083333333333334,-0.392405063291139,10,0,1,6.5,13.4,5.25,2.4
"34","74e96a132e4d98e735571df9de8a0387","weiblich",43,"Tennisspielen","Obligatorische Schule",0,3,4,5,"SP",NA,"stimme zu","stimme voll und ganz zu","stimme zu","stimme zu","not at all","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","20 Minuten",NA,NA,"Nein",NA,"eher repräsentativ","74e96a132e4d98e735571df9de8a0387",0,0,0.222222222222222,0,0.59375,0.729564553093965,0.866071428571429,0.729054411109835,2.11111111111111,2.11111111111111,4,4,4,9,3,3,1,2,16,16,0,0,1,1,-0.636363636363636,-0.63914373088685,12,0,1,3.5,15.75,5.25,1.6
"35","78341fdccf963109ca77352bd64e30c1","weiblich",32,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,7,7,7,"Grüne",NA,"stimme voll und ganz zu","stimme zu","stimme voll und ganz zu","stimme zu","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 3-4 hours","20 Minuten,Weltwoche",NA,NA,"Nein",NA,"ein bisschen repräsentativ","78341fdccf963109ca77352bd64e30c1",0.75,0.375,0.25,0,0.530612244897959,0.690448343079922,0.82312925170068,0.702682673146307,2.10714285714286,2.10714285714286,4,4,4,8,5,2,0,1,14,14,0,1,1,1,0.0410958904109591,-0.586666666666667,10,1,1,7,88.32,5.5,3.4
"36","7ada363edc3c43450feb21d7b3defc06","weiblich",30,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,8,8,3,"Grüne",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 5-6 hours","for approx. 5-6 hours","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 5-6 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,20 Minuten,Tages-Anzeiger",NA,NA,"Nein",NA,"eher repräsentativ","7ada363edc3c43450feb21d7b3defc06",0.0454545454545455,0.0454545454545455,0.108225108225108,0.183673469387755,0.136054421768707,0.351059726997406,0.649659863945578,0.767146686816085,3.54978354978355,3.54978354978355,7,7,7,22,10,9,2,1,50,50,0,1,1,1,-0.221434200157607,-0.00108225108225096,10,0,1,8,17.97,6,5
"37","7b15f33c04ba05d87db37b4dbeb45c3a","männlich",21,"Tennisspielen","Hochschulreife / Matur",1,6,6,1,"SP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","not at all","not at all","for approx. 5-6 hours","not at all","for approx. 5-6 hours",NA,NA,NA,"Nein",NA,"ein bisschen unrepräsentativ","7b15f33c04ba05d87db37b4dbeb45c3a",1.21428571428571,0.428571428571428,0.208791208791209,0.127659574468085,0.189349112426035,0.421120542908061,0.508547008547009,0.489997622636274,6.01098901098901,6.01098901098901,10,4,4,14,10,4,0,0,38,38,0,4,2.57894736842105,1,-0.117647058823539,-0.588424437299036,10,2,0.84,6,14.93,6,3
"38","7d9a8e5d43a837b55322cb4e8d7fbc7c","weiblich",32,"Tennisspielen","Obligatorische Schule",1,4,6,5,"Keine",NA,"stimme zu","stimme voll und ganz zu","stimme eher zu","stimme eher zu","not at all","for approx. 2-3 hours","for approx. 1-2 hours","not at all","for approx. 1-2 hours",NA,NA,NA,"Nein",NA,"ein bisschen repräsentativ","7d9a8e5d43a837b55322cb4e8d7fbc7c",-0.181818181818182,-0.181818181818182,0.254545454545455,0.230769230769231,0.16,0.237637930673913,0.237777777777778,0.584912715691852,2.45454545454545,2.45454545454545,6,6,6,11,3,5,2,1,28,28,0,2,1,1,0.114355231143553,0.0666666666666655,8,0,1,5,16.8,4.75,1.8
"39","7e1d4bf40049c8c1635979b1962c89d1","männlich",69,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,6,8,7,"FDP",NA,"stimme eher zu","stimme eher nicht zu","stimme eher zu","stimme eher zu","not at all","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 4-5 hours","for approx. 3-4 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,baz (Basler Zeitung)",NA,NA,"Nein",NA,"weder unrepräsentativ noch repräsentativ","7e1d4bf40049c8c1635979b1962c89d1",0.666666666666667,0.222222222222222,0.361111111111111,0.333333333333333,0.15625,0.416891756702681,0.482142857142857,0.465848714460903,2.30555555555556,2.30555555555556,5,4,4,9,3,1,2,3,26,26,0,1,1.15384615384615,1,0.204081632653061,-0.155555555555557,8,0,0.705882352941177,7,12.28,3.75,3.6
"40","82fdef44fa03c92c915ae1953d2525ca","männlich",48,"Tennisspielen","Hochschulreife / Matur",1,7,7,6,"Keine",NA,"stimme eher zu","stimme eher zu","stimme zu","stimme eher zu","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","not at all",NA,NA,NA,"Nein",NA,"eher repräsentativ","82fdef44fa03c92c915ae1953d2525ca",0.375,0.25,0.357142857142857,0.25,0.571428571428571,0.700703463203463,0.655328798185941,0.59337649292679,1.75,1.75,3,3,3,8,4,2,1,1,20,20,0,1,1,1,-0.159420289855072,-0.574074074074074,12,0,1,7,14.82,4.25,1.6
"41","86f09236c16f2cd24fc82fd3c0a4a93a","männlich",52,"Tennisspielen","Hochschulreife / Matur",1,5,6,6,"Keine",NA,"stimme nicht zu","stimme eher zu","stimme eher zu","stimme eher zu","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","for approx. 1-2 hours","not at all","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,20 Minuten,Tages-Anzeiger",NA,NA,"Nein",NA,"sehr unrepräsentativ","86f09236c16f2cd24fc82fd3c0a4a93a",0,0,0.222222222222222,0,0.171875,0.356142951251647,0.486607142857143,0.56485963834489,2.72222222222222,2.72222222222222,6,6,6,9,0,0,1,8,16,16,0,0,1,1,NA,-0.230769230769231,6,0,1,5.5,11.23,3.5,1.8
"42","8e64dcc8c492025124b2a9fb85dcc93f","männlich",71,"Tennisspielen","Obligatorische Schule",0,4,4,10,"SVP",NA,"stimme eher nicht zu","stimme eher zu","stimme eher nicht zu","stimme eher nicht zu","not at all","for approx. 1-2 hours","for approx. 1-2 hours","not at all","not at all",NA,NA,NA,"Nein",NA,"weder unrepräsentativ noch repräsentativ","8e64dcc8c492025124b2a9fb85dcc93f",1.4,0.7,0.377777777777778,0.403846153846154,0.444444444444444,0.563785173160173,0.380658436213992,0.557465335651393,1.77777777777778,1.77777777777778,4,4,4,10,8,1,1,0,34,34,0,1,1,1,-0.157068062827224,-0.270668176670441,14,0,1,4,17.95,3.25,1.4
"43","8f44f76ce6e26208f7345c83e5ea0e55","weiblich",43,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,6,6,4,"FDP",NA,"stimme zu","stimme zu","stimme voll und ganz zu","stimme zu","for approx. 1-2 hours","for approx. 4-5 hours","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 1-2 hours","SRF,Andere Regionale Zeitungen",NA,NA,"Nein",NA,"weder unrepräsentativ noch repräsentativ","8f44f76ce6e26208f7345c83e5ea0e55",-0.6,-0.4,0.133333333333333,0,0.239795918367347,0.323483264736083,0.590266875981162,0.667957985972074,3.40952380952381,3.40952380952381,6,6,6,15,3,9,3,0,28,28,0,0,1,1,0.493975903614457,-0.721040189125295,2,0,0.704545454545455,6,17.35,5.25,3.2
"44","90bbd3ced2d3783563a4e6b38b75e5f3","weiblich",63,"Tennisspielen","Obligatorische Schule",0,1,1,10,"andere Partei","EDU","stimme überhaupt nicht zu","stimme überhaupt nicht zu","stimme überhaupt nicht zu","stimme überhaupt nicht zu","not at all","not at all","not at all","not at all","not at all",NA,NA,NA,"Nein",NA,"ein bisschen unrepräsentativ","90bbd3ced2d3783563a4e6b38b75e5f3",-0.875,-0.375,0.392857142857143,0.260869565217391,0.36734693877551,0.506469456469456,0.421768707482993,0.532774842045631,1.78571428571429,1.78571428571429,3,3,3,8,1,4,2,1,22,22,0,2,1,1,-0.0210970464135024,-0.222222222222222,10,0,1,1,6.12,1,1
"45","97936272d68cf7588e466f49bfbc645b","männlich",65,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",0,4,1,5,"Keine",NA,"stimme überhaupt nicht zu","stimme eher nicht zu","stimme eher nicht zu","stimme nicht zu","not at all","not at all","for approx. 1-2 hours","for approx. 1-2 hours","not at all","baz (Basler Zeitung)",NA,NA,"Ja, und zwar","Ich halte nicht viel von ""Mind-Maps""","ein bisschen repräsentativ","97936272d68cf7588e466f49bfbc645b",0.2,0,0.2,0,0.271604938271605,0.538125763125763,0.712962962962963,0.674306090567002,2.53333333333333,2.53333333333333,4,4,4,10,2,2,1,5,18,18,0,0,1,1,-6.66133814775094e-16,-0.0909090909090906,8,0,1,2.5,16.72,2.25,1.4
"46","99c9d92758e0fab9311dff1ce7d73a95","männlich",45,"Tennisspielen","Hochschulreife / Matur",1,8,7,4,"GLP",NA,"stimme zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 2-3 hours","for approx. 1-2 hours","for approx. 2-3 hours","for approx. 4-5 hours","for approx. 1-2 hours","NZZ ( Neue Zürcher Zeitung) / NZZ am Sonntag,SRF,20 Minuten,Blick,Tages-Anzeiger",NA,NA,"Nein",NA,"eher repräsentativ","99c9d92758e0fab9311dff1ce7d73a95",1.11111111111111,0.333333333333333,0.527777777777778,0.616438356164384,0.53125,0.733516483516484,0.412946428571429,0.476570715652027,1.47222222222222,1.47222222222222,2,2,2,9,5,2,1,1,38,38,0,0,1,1,0.0763888888888877,-0.357142857142858,16,0,1,7.5,43.7,5.75,3
"47","9d1e23a5e9275d067baa8e0b55130efc","männlich",39,"Tennisspielen","Bachelor/ Master/ Promotion (Dr. / PhD)",1,8,8,5,"GLP",NA,"stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","stimme voll und ganz zu","for approx. 3-4 hours","for approx. 3-4 hours","for approx. 2-3 hours","for approx. 3-4 hours","for approx. 3-4 hours","20 Minuten",NA,NA,"Nein",NA,"ein bisschen unrepräsentativ","9d1e23a5e9275d067baa8e0b55130efc",0,0,0.2,0,0.888888888888889,1,1,0.75,1.8,1.8,2,2,2,10,0,0,10,0,18,18,0,0,1,1,NA,-1,18,0,1,8,5.67,6,3.8
